,Tweet,Result Prediction,text_preprocessed
104,Hanya orang gagal yang tau arti sebuah kesuksesan Dan hanya orang sukses yang tau arti sebuah kegagalan,Neutral,"['orang', 'gagal', 'tau', 'arti', 'kesuksesan', 'orang', 'suks', 'tau', 'arti', 'kegagalan']"
105,"Jika kamu gagal mendapatkan sesuatu, hanya satu hal yang harus kamu lakukan, coba lagi!!!!",Neutral,"['gagal', 'lakukan', 'coba']"
106,Jangan menyerah hanya karena gagal pada kesempatan pertama. Sesuatu yg berharga tak akan kamu miliki dgn mudah. Terus berusaha!,Neutral,"['menyerah', 'gagal', 'kesempatan', 'berharga', 'miliki', 'mudah', 'berusaha']"
107,"Jika engkau gagal pada hari ini, janganlah engkau berputus asa, karena masih ada hari besok dan seterusnya yang akan mengajakmu menjadi lebih sukses.",Neutral,"['engkau', 'gagal', 'engkau', 'berputu', 'asa', 'besok', 'mengajakmu', 'suks']"
108,“Orang yang bertindak tanpa berpikir adalah orang yang gagal” #BRORIVAICenter,Neutral,"['orang', 'bertindak', 'berpikir', 'orang', 'gagal']"
109,"@subbasepmf Kokomi,nilou,Mona cuy
produk hydro emang ga pernah gagal",Neutral,"['kokominiloumona', 'cuy', 'produk', 'hydro', 'gagal']"
110,"“Kau gagal tetapi masih bisa mampu bangkit kembali, karena itu menurutku arti dari kuat yang sebenarnya” (Hinata Hyuuga) #NNSIAquote",Neutral,"['kau', 'gagal', 'bangkit', 'menurutku', 'arti', 'kuat', 'hinata', 'hyuuga']"
111,"Hampir gagal,, terlalu capek,, terlalu melelahkan",Neutral,"['gagal', 'capek', 'melelahkan']"
112,Bestttttttt!!!! Ga prnh gagal👍👍👍💓💓 https://t.co/NeBbKafJEX,Neutral,"['bestttttttt', 'gagal']"
113,"Gagal Menjadi POLWAN, Seorang Pria Nekat Gantung Diri Hingga Tewas.",Negative,"['gagal', 'polwan', 'pria', 'nekat', 'gantung', 'tewa']"
114,"Kerugian terbesar bukanlah saat mengalami kebangkrutan, melainkan saat Kita gagal belajar dari kebangkrutan tsb.",Positive,"['kerugian', 'terbesar', 'mengalami', 'kebangkrutan', 'gagal', 'belajar', 'kebangkrutan']"
115,"“Kau gagal tetapi masih bisa mampu bangkit kembali, karena itu menurutku arti dari kuat yang sebenarnya” (Hinata Hyuuga)",Neutral,"['kau', 'gagal', 'bangkit', 'menurutku', 'arti', 'kuat', 'hinata', 'hyuuga']"
116,"Kerugian terbesar bukanlah saat mengalami kebangkrutan, melainkan saat Kita gagal belajar dari kebangkrutan tersebut #Ferdy",Positive,"['kerugian', 'terbesar', 'mengalami', 'kebangkrutan', 'gagal', 'belajar', 'kebangkrutan']"
117,"“Kau gagal tetapi masih bisa
mampu bangkit kembali, karena itu
menurutku arti dari kuat yang
sebenarnya” (Hinata Hyuuga)",Neutral,"['kau', 'gagal', 'bangkit', 'menurutku', 'arti', 'kuat', 'hinata', 'hyuuga']"
118,@djedjeandrea Makanya kalau nanam memang harus banyak soale mesti ada yg gagal tumbuh,Neutral,"['nanam', 'soal', 'mesti', 'gagal', 'tumbuh']"
119,@fadtzk Iyaa nyoba fokus gagal terus 🥺 ganti2 buku doang yg jalan mah cuma 4 itu doang,Neutral,"['iya', 'mencoba', 'foku', 'gagal', 'ganti', 'buku', 'doang', 'jalan', 'mah', 'doang']"
120,"Gansgter ▼
Dapatkan $ 10.000 - Saat bermain, tekan * 3975 
Dapatkan Texas Longhorn - Saat bermain, tekan * 3976 
Misi Selesai - Saat bermain, tekan ......* 3977 
Misi Gagal - Saat bermain, tekan * 3978 
Walk Melalui Semuanya-Saat bermain, tekan * 3979",Neutral,"['gansgter', 'dapatkan', 'bermain', 'tekan', 'dapatkan', 'texa', 'longhorn', 'bermain', 'tekan', 'misi', 'selesai', 'bermain', 'tekan', 'misi', 'gagal', 'bermain', 'tekan', 'walk', 'semuanyasaat', 'bermain', 'tekan']"
122,Hitung-hitungan Timnas Thailand Gagal Lolos Semifinal Piala AFF 2022 #LengkapCepatBeritanya #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/ay7zBhB9vp,Neutral,"['hitunghitungan', 'timna', 'thailand', 'gagal', 'lolo', 'semifin', 'piala', 'aff']"
123,"@jipartsy mau haechan
Jangan takut untuk gagal, tapi takutlah karena tidak pernah mencoba🥹🫶🏻",Neutral,"['haechan', 'takut', 'gagal', 'takutlah', 'mencoba']"
124,"Gagal adalah tanda telah mencoba. Orang yang hanya berdiam diri tidak pernah gagal, dan berhasil adalah hal yg mustahil baginya",Neutral,"['gagal', 'tanda', 'mencoba', 'orang', 'berdiam', 'gagal', 'berhasil', 'mustahil', 'baginya']"
125,"Memang berisiko besar jika memulai dan 'gagal', namun lebih berisiko lagi jika tidak pernah memulai apa-apa",Neutral,"['berisiko', 'gagal', 'berisiko', 'apaapa']"
126,"gua ngerasa gagal aja sih buat jd kakak, gabisa ngarahin adiknya dan w malah masih perlu diarahin jg https://t.co/LLPaDdBEKj",Neutral,"['gua', 'gagal', 'sih', 'kakak', 'ngarahin', 'adiknya', 'gue', 'diarahin']"
127,"Ingatlah, ketika kamu memutuskan berhenti untuk mencoba, saat itu juga kamu memutuskan untuk gagal. #sewamobilcirebon #sewamobil",Neutral,"['ingatlah', 'memutuskan', 'berhenti', 'mencoba', 'memutuskan', 'gagal']"
128,"@cochoamatcha Gagal fokus sama matanya, teduh bgt sih",Neutral,"['gagal', 'foku', 'matanya', 'teduh', 'banget', 'sih']"
129,@mounicacaa @utdfocusid Gagal karena?,Neutral,['gagal']
130,"Dua kali antri snack asap,dua2nya gagal beli karna keabisan nitrogen.Trus baca crita yg dikirimin yangkung tentang anak kecil ngalamin perforasi lambung akut n baca ini.. hmm ngeri juga ya https://t.co/X1s4BYRiN4.",Negative,"['kali', 'antri', 'snack', 'asapduanya', 'gagal', 'beli', 'keabisan', 'nitrogentru', 'baca', 'crita', 'dikirimin', 'yangkung', 'anak', 'ngalamin', 'perforasi', 'lambung', 'akut', 'n', 'baca', 'hmm', 'ngeri', 'ya']"
131,@__tanpa__nama__ @TaufikFardana Masalahnya konteksnperkara duniawi beda dengan perkara IBADAH. Gitu aja gagal paham. Gg heran siih,Neutral,"['tanpanama', 'konteksnperkara', 'duniawi', 'beda', 'perkara', 'ibadah', 'gagal', 'paham', 'heran', 'sih']"
132,Niat hati bikin sandwich malah gagal wkwkw,Neutral,"['niat', 'hati', 'bikin', 'sandwich', 'gagal', 'wkwkw']"
133,@ketiraay @18fesss Dan HS itu susah sih ternyata kalo pertama kali 😂 saya sama istri pertsma kali hs ya habis nikah dan malam pertama gagal tembus karena istri kesakitan dan saya gak tega mau lanjut 😂 sampe 4 malam kayaknya baru bsa.,Neutral,"['hs', 'susah', 'sih', 'kalo', 'kali', 'istri', 'pertsma', 'kali', 'hs', 'ya', 'habi', 'nikah', 'malam', 'gagal', 'tembu', 'istri', 'kesakitan', 'tega', 'malam', 'kayaknya']"
134,"Keinginan yg kuat tuk meraih kesuksesan, ditentukan oleh besarnya mimpi &amp; kekuatan tuk mengatasi kekecewaan yg pernah dialami Gagal / Sukses",Neutral,"['kuat', 'meraih', 'kesuksesan', 'ditentukan', 'besarnya', 'mimpi', 'amp', 'kekuatan', 'mengatasi', 'kekecewaan', 'dialami', 'gagal', 'suks']"
135,"Gagal &amp; Sukses itu sepaket, Mau Sukses ya mesti berani Gagal dulu. :))",Neutral,"['gagal', 'amp', 'suks', 'sepaket', 'suks', 'ya', 'mesti', 'berani', 'gagal']"
136,"Kebanyakan orang gagal adalah orang yang tidak
menyadari betapa dekatnya mereka ke titik sukses
saat mereka memutuskan untuk menyerah",Neutral,"['kebanyakan', 'orang', 'gagal', 'orang', 'menyadari', 'betapa', 'dekatnya', 'titik', 'suks', 'memutuskan', 'menyerah']"
137,@raelenashopes Kak pengen nanya sekarang kalo download gambar gitu di pint suka gagal terus knp ya itu,Neutral,"['kak', 'pengin', 'kalo', 'download', 'gambar', 'pint', 'suka', 'gagal', 'ya']"
138,Karena hari ini agak gagal kita mulai bsk 💀,Neutral,"['gagal', 'besok']"
139,"berhasil ataupun gagal, aku tetap bangga hidup diatas keputusan ku sendiri.",Neutral,"['berhasil', 'gagal', 'bangga', 'hidup', 'diata', 'keputusan', 'ku']"
140,"@radenrauf Lah kalo aku yg gagal jadi anak terahir gimana dong? Jadi anak terakhir 15 tahun habis itu adek lahir langsung sekolah di luar sampe kuliah terus nikah, mana ada waktu aku pernh berperan jadi kakak.",Neutral,"['kalo', 'gagal', 'anak', 'terahir', 'anak', 'habi', 'adek', 'lahir', 'langsung', 'sekolah', 'kuliah', 'nikah', 'pernh', 'berperan', 'kakak']"
141,"@DediSyah19 @ruhutsitompul Ribuan pohon yg ditebang untuk buat proyek gagal ini, dikemanain, Dul? https://t.co/pKpwJDarsv",Neutral,"['ribuan', 'pohon', 'ditebang', 'proyek', 'gagal', 'dikemanakan', 'dul']"
142,"Meskipun rasa kecewa Produce 101 S2 masih ada, aku tetep dukung kalian untuk debut ❤️ Masih kecewa karena Samuel dan JR gagal debut dulu dan semoga gaada kecewa part 2 nya 🥺 semoga kalian bisa debut di Boys Planet 999 ya Semangat ❤️ https://t.co/Fg0pF4OJXx",Positive,"['kecewa', 'produc', 'si', 'dukung', 'debut', 'kecewa', 'samuel', 'jr', 'gagal', 'debut', 'semoga', 'kecewa', 'part', 'nya', 'semoga', 'debut', 'boy', 'planet', 'ya', 'semangat']"
143,"@ruhutsitompul Begitu 2024 Anies di nyatakan Pemenang Pilpres, saya yakin pak tua ini akan melakukan 2 kemungkinan, Pertama dia akan menjilat ke rezim Anies, atau kedua dia Bunuh diri karna malu  akibat kebanyakan Hoax yg gagal meyakinkan Masyarakat. Eh tunggu dlu, muka badak mana punya malu,",Neutral,"['ani', 'pemenang', 'pilpr', 'tua', 'menjilat', 'rezim', 'ani', 'bunuh', 'malu', 'akibat', 'kebanyakan', 'hoax', 'gagal', 'masyarakat', 'eh', 'tunggu', 'muka', 'badak', 'malu']"
144,"""Orang yang menganggap diri sebagai pemikir besar biasanya sering melakukan kesalahan besar.""

-Martin Heidegger",Positive,"['orang', 'menganggap', 'pemikir', 'kesalahan', 'martin', 'heidegg']"
145,Kenapa kalo orang sukses banyak yang ngedengerin  - Lah?! Siapa yang mau mendengarkan orang gagal?,Neutral,"['kalo', 'orang', 'suks', 'ngedengerin', 'mendengarkan', 'orang', 'gagal']"
146,"""""""Bila anda gagal kemarin, jangan pernah menyerah. Ulangi terus kegagalan anda sampai boss anda menyerah.""""""",Neutral,"['gagal', 'kemarin', 'menyerah', 'ulangi', 'kegagalan', 'bo', 'menyerah']"
147,"AHY anak manja, pantas aja kariernya banyak yg gagal https://t.co/tsTVwP5SlH #AHYAsalBicara",Neutral,"['ahi', 'anak', 'manja', 'kariernya', 'gagal']"
148,Anies menipu warga gagal memimpin Goblok https://t.co/N7QbrqXB0m ##HTIFPIDukungAnies,Negative,"['ani', 'menipu', 'warga', 'gagal', 'memimpin', 'goblok']"
149,@pituyuyuyu @ATEEZofficial YAA ALLAH INI SUPER DUPER KEREEEEENNN kamu selalu keren deh tiap cover lagu gak pernah gagal (dari part nyanyi sampe rap semuanya BAGUS)!! aku sukaaa pol 💗💗💗💗💐💐💐💐💐,Positive,"['ya', 'allah', 'super', 'duper', 'keren', 'keren', 'deh', 'cover', 'lagu', 'gagal', 'part', 'nyanyi', 'rap', 'bagu', 'suka', 'pol']"
150,@AXISgsm Min ini kenapa proses aktifasi gagal lagi sih https://t.co/h5NP0MDFeO,Neutral,"['min', 'prose', 'aktifasi', 'gagal', 'sih']"
151,"Selama Anda tidak berhenti, Anda tidak bisa disebut gagal. Jangan menyerah. Upayakan lagi dengan lebih baik.",Neutral,"['berhenti', 'gagal', 'menyerah', 'upayakan']"
152,"Sebagai laki2 aku gagal &amp; gak pantas hidup lagi. - Loh,kenapa? - Aku sudah ber-kali2 ditolak jadi Polwan.",Neutral,"['laki', 'gagal', 'amp', 'hidup', 'lohkenapa', 'berkali', 'ditolak', 'polwan']"
153,"@RinjaniJB Eks mayor digadang jadi presiden?
Nyagub aja gagal babak pertama.",Neutral,"['ek', 'mayor', 'digadang', 'presiden', 'nyagub', 'gagal', 'babak']"
154,Kebanyakan org gagal adalah org yg tidak menyadari betapa dekatnya mereka ke titik sukses saat mreka memutuskn untuk menyerah.snoopdogg,Neutral,"['kebanyakan', 'orang', 'gagal', 'orang', 'menyadari', 'betapa', 'dekatnya', 'titik', 'suks', 'memutuskn', 'menyerahsnoopdogg']"
156,"Review singkat Qorin: Salah satu pengalaman nonton TERBURUK 2022. 
Tidak usah menilik terlalu jauh karena Qorin bahkan sudah gagal mempresentasikan qorin itu sendiri https://t.co/5vPO6WO4jM",Neutral,"['review', 'singkat', 'qorin', 'salah', 'pengalaman', 'menonton', 'terburuk', 'menilik', 'qorin', 'gagal', 'mempresentasikan', 'qorin']"
157,Aku gagal jadi tempat ceritamu nya?,Neutral,"['gagal', 'ceritamu', 'nya']"
158,"Arah langkah

Setiap diri punya potensi
Setiap kita punya daya
Temukan hal uniknya
Kembangkan
Kuasai

Yang sudah dalam diri
Segala percobaan
Usaha, pun kegagalan
Luka,suka,gagal,kecewa danlain
Akui, jangan terus lari
Agar diri berbiasa memaafkan diri sendiri
Semakin mawas diri",Positive,"['arah', 'langkah', 'potensi', 'daya', 'temukan', 'uniknya', 'kembangkan', 'kuasai', 'percobaan', 'usaha', 'kegagalan', 'lukasukagagalkecewa', 'danlain', 'akui', 'lari', 'berbiasa', 'memaafkan', 'mawa']"
159,gagal puls kmrn gara2 adek saket🫠,Neutral,"['gagal', 'pul', 'kemarin', 'gara', 'adek', 'saket']"
160,Hidup berakhir saat kamu berhenti bermimpi. Harapan hilang saat kamu berhenti percaya. Dan cinta gagal saat kamu berhenti peduli.,Neutral,"['hidup', 'berhenti', 'bermimpi', 'harapan', 'hilang', 'berhenti', 'percaya', 'cinta', 'gagal', 'berhenti', 'peduli']"
161,Orang yg gagal adalah orang yg terlalu bersenang-senang tanpa melihat penyesalan.#gpstrackerandroid #jualgpstracker,Neutral,"['orang', 'gagal', 'orang', 'bersenangsenang', 'penyesalan']"
162,"@rmol_id Anies aja gagal mulu atasin banjir jakarta, kok lu diem? Wkwkwk kocak",Neutral,"['id', 'ani', 'gagal', 'mulu', 'atasin', 'banjir', 'jakarta', 'lu', 'diam', 'wkwkwk', 'kocak']"
164,"""Jika kamu gagal mendapatkan sesuatu, hanya satu hal yang harus kamu lakukan, coba lagi!!!!""",Neutral,"['gagal', 'lakukan', 'coba']"
165,"""Sekali tidak berhasil bukan berarti gagal untuk selamanya!""",Neutral,"['berhasil', 'gagal']"
167,"IQ dibawah rata2...

Produk gagal https://t.co/UTHiPtgNRc https://t.co/nqgGs6nmsc",Neutral,"['iq', 'dibawah', 'produk', 'gagal']"
168,Hidup berakhir saat kamu berhenti bermimpi. Harapan hilang saat kamu berhenti percaya. Dan cinta gagal saat kamu berhenti peduli,Neutral,"['hidup', 'berhenti', 'bermimpi', 'harapan', 'hilang', 'berhenti', 'percaya', 'cinta', 'gagal', 'berhenti', 'peduli']"
169,@IndiHomeCare Tolong dicek lagi itu double order karena dari indihome yang minta saya untuk ulangi registrasi karena foto KTP tidak terbaca. Lalu statusnya yang awal ya gagal masih bisa lanjutin proses registrasi. Kenapa ini langsung gagal tanpa bisa diperbaiki dulu?,Positive,"['tolong', 'dicek', 'doubl', 'order', 'indihom', 'ulangi', 'registrasi', 'foto', 'ktp', 'terbaca', 'statusnya', 'ya', 'gagal', 'lanjutkan', 'prose', 'registrasi', 'langsung', 'gagal', 'diperbaiki']"
170,Kasus Gagal Ginjal Akut Jadi Sorotan Utama Polri https://t.co/Yog6Lopcfc #beritajogja #jogja #jogjaistimewa https://t.co/UcyRh8UfD2,Neutral,"['gagal', 'ginjal', 'akut', 'sorotan', 'utama', 'polri']"
171,"""Seseorang yang gagal menolong temannya tidak pantas menjadi hokage"" #BotNaruto",Neutral,"['gagal', 'menolong', 'temannya', 'hokag']"
172,"If you see the wonder of a fairy tale
Jika kau melihat keajaiban di kisah dongeng
You can take the future even if you fail
Kau bisa meraih masa depan meskipun kau gagal
( ABBA - I Have A Dream )",Positive,"['if', 'you', 'sih', 'the', 'wonder', 'of', 'a', 'fairi', 'tale', 'kau', 'keajaiban', 'kisah', 'dongeng', 'you', 'can', 'take', 'the', 'futur', 'even', 'if', 'you', 'fail', 'kau', 'meraih', 'kau', 'gagal', 'abba', 'i', 'have', 'a', 'dream']"
173,@kdrama_menfess hoohb soalnya si soohan mau jadi pengawas atau apa gtt dan dia dah lulus tes tinggal bbrp tahap lagi.. nah pas dia tau bapaknya dakjal dia takut reputasinya jelek dan bikin dia gagal tes itu makanya dia bawa bunga biar bapakanya bengek n koit,Neutral,"['menfess', 'hoohb', 'sih', 'soohan', 'pengawa', 'gtt', 'deh', 'lulu', 'te', 'tinggal', 'tahap', 'pa', 'tau', 'bapaknya', 'dakjal', 'takut', 'reputasinya', 'jelek', 'bikin', 'gagal', 'te', 'bawa', 'bunga', 'biar', 'bapakanya', 'bengek', 'n', 'koit']"
174,"Au nya gagal.. uda putus sm orangnya, gamau diinget krna dia dkandnidbai jhat eek, mana playvict... https://t.co/NEwbPpAPx4",Neutral,"['au', 'nya', 'gagal', 'putu', 'orangnya', 'diinget', 'dkandnidbai', 'jhat', 'eek', 'playvict']"
175,"@BANKBRI_ID dari kemarin gk bisa isi shopeepay lwt brimo, gagal terus, kenapa ya @ShopeeID",Neutral,"['id', 'kemarin', 'isi', 'shopeepay', 'brimo', 'gagal', 'ya']"
176,"Bermimpilah ttg sesuatu &amp; jadikan mimpi tersebut menjadi kenyataan, karena dunia ini tdk akan ada jika tdk ada yang bermimpi. Gagal / Sukses",Neutral,"['bermimpilah', 'amp', 'jadikan', 'mimpi', 'kenyataan', 'dunia', 'bermimpi', 'gagal', 'suks']"
177,"Kau gagal tetapi masih bisa mampu bangkit kembali, karena itu menurutku arti dari kuat yang sebenarnya (Hinata Hyuuga)",Neutral,"['kau', 'gagal', 'bangkit', 'menurutku', 'arti', 'kuat', 'hinata', 'hyuuga']"
178,@Anshorianca kopyah putih.. si GAgal ngenTOT https://t.co/uukGerd5t9,Neutral,"['kopyah', 'putih', 'sih', 'gagal', 'ngentot']"
179,wah pantes ava doflamingo ngomong gini. sama sama presiden gagal dan tolol. https://t.co/4I078wPdCK,Neutral,"['ava', 'doflamingo', 'mengomong', 'presiden', 'gagal', 'tolol']"
180,"Satu teman saya gagal test mata untuk menjadi pilot, karena malamnya bergadang nonton bola. Sayang ya?",Positive,"['teman', 'gagal', 'test', 'mata', 'pilot', 'malamnya', 'bergadang', 'menonton', 'bola', 'sayang', 'ya']"
181,"Prinsip di 2023;
Kalau gagal “yaudah”, kalau berhasil “syukurlah”. Selamat udah berusaha ✨",Positive,"['prinsip', 'gagal', 'yaudah', 'berhasil', 'syukurlah', 'selamat', 'berusaha']"
182,"Kamu tak akan sukses jika tak pernah gagal, tak akan bahagia jika tak sedih, dan tak temukan cinta sejati jika tak patah hati.",Neutral,"['suks', 'gagal', 'bahagia', 'sedih', 'temukan', 'cinta', 'sejati', 'patah', 'hati']"
183,anis merah gagal mabung https://t.co/2KCFCl2cf9 #HTIDukungAnies,Neutral,"['ani', 'merah', 'gagal', 'mabung']"
184,IU pernah gagal dalam 20 audisi Girlband Korea dan dia sangat bersyukur akan hal itu,Neutral,"['gagal', 'audisi', 'girlband', 'korea', 'bersyukur']"
185,AHY politikus gagal https://t.co/2VtGgHIl79 #AHYpolitikusGagal,Neutral,"['ahi', 'politiku', 'gagal']"
186,Anies sadar lah udah banyak gagal jugak - Sumatera Utara https://t.co/KP6vhpoYw8,Neutral,"['ani', 'sadar', 'gagal', 'sumatera', 'utara']"
187,Semua orang gagal – menyukai hal-hal yang tidak ada gunanya,Neutral,"['orang', 'gagal', 'menyukai', 'halhal', 'gunanya']"
188,"“Kita gagal, kita kalah, untuk
menang, Jangan takut.” Yesung –
Sexy, Free, and Single.",Neutral,"['gagal', 'kalah', 'menang', 'takut', 'yesung', 'sexi', 'free', 'and', 'singl']"
189,"Gagal diet kalau lg di rumah nene, semua muanya dimakan🙂",Neutral,"['gagal', 'diet', 'rumah', 'nene', 'muanya', 'dimakan']"
190,@ebe_ganzo Lho koq menurut saya? Menurut seluruh orang waras di planet bumi program @aniesbaswedan rumah DP 0% jelas gagal total tal tal ... !,Neutral,"['ganzo', 'lho', 'orang', 'wara', 'planet', 'bumi', 'program', 'rumah', 'dp', 'gagal', 'total', 'tal', 'tal']"
191,"""Sekali tdk berhasil bukan berarti gagal untuk selamanya!""",Neutral,"['berhasil', 'gagal']"
192,"Kerugian terbesar bukanlah saat mengalami kebangkrutan, melainkan saat Kita gagal belajar dari kebangkrutan tersebut.",Positive,"['kerugian', 'terbesar', 'mengalami', 'kebangkrutan', 'gagal', 'belajar', 'kebangkrutan']"
193,"""Gagal dalam kemuliaan adalah lebih baik, daripada menang dalam kehinaan dan kecurangan.""",Neutral,"['gagal', 'kemuliaan', 'menang', 'kehinaan', 'kecurangan']"
194,"@DonAdam68 Sumur resapan Anies TDK berfungsi, Anies sudah gagal,,,",Neutral,"['sumur', 'resapan', 'ani', 'berfungsi', 'ani', 'gagal']"
195,"Banyak orang yang bilang aku akan gagal, tapi aku akan membuktikan kalau perkataan mereka itu salah - Naruto #UzumakiQuote""",Neutral,"['orang', 'bilang', 'gagal', 'membuktikan', 'perkataan', 'salah', 'naruto']"
197,"Memiliki kesadaran bahwa mata Tuhan tertuju kepada kita, dan bahwa telinga-Nya terbuka untuk doa-doa kita, sungguh merupakan suatu kepuasan. Mengetahui bahwa kita memiliki Sahabat yang tidak pernah gagal yang kepadanya kita dapat mencurahkan semua--Counsels on Health, hlm. 628.",Neutral,"['memiliki', 'kesadaran', 'mata', 'tuhan', 'telinganya', 'terbuka', 'doadoa', 'sungguh', 'kepuasan', 'memiliki', 'sahabat', 'gagal', 'mencurahkan', 'semuacounsel', 'on', 'health', 'hlm']"
198,"""Seseorang yang gagal menolong
temannya tidak pantas menjadi
hokage.."" (Uzumaki Naruto)",Neutral,"['gagal', 'menolong', 'temannya', 'hokag', 'uzumaki', 'naruto']"
199,"Apa yg mau tak ketik, kalau hati, otak, dan jari lagi gak sefrekuensi...",Positive,"['ketik', 'hati', 'otak', 'jari', 'sefrekuensi']"
200,"1.PASTIKAN YG JIKA GAGAL/ERROR, SIAP DENGAN PUNISHMENT DIMATIKAN!🔚(BERTANGGUNG JAWAB)

2.SEBELUM AMBIL TINDAKAN PASTIKAN 100% KEMUNGKINAN HAL BAIK TERJADI ITU SUDAH DAPAT DIPASTIKAN/PREDIKSINYA AKURAT,ETC

3.""COBA-COBA"" YG TANPA PERSIAPAN SGT SERIUS = BAIKNYA DIBUNUH SAJA!🔚 https://t.co/w5olOjOORV",Neutral,"['pastikan', 'gagalerror', 'punish', 'dimatikanbertanggung', 'ambil', 'tindakan', 'pastikan', 'dipastikanprediksinya', 'akuratetc', 'cobacoba', 'persiapan', 'seriu', 'baiknya', 'dibunuh']"
201,"@MandiriRusman @GomarusBudiatn5 @MetdroS @BlekokUhuy @Kris_Simpati @HRMalik12 @AntonKu08408962 @soppyan @PutrantoSony @PaimoMontok @LAODE79285118 @KeikaSisi @Rasanya_Abah @JoyKailan @MNurhuda0209 @763916e81 @elonmusk @_M45Broo @BondanP63263423 @enny_endah2 @Kanjeng2022 @HendraSien @harris_new2 @Gatal_Jamur @fariedza @Era25803754 @chillinaris_inc @BM7NOGO @jokowi @ruhutsitompul @aleumdaoen @alifahzi @azisaleasa @detektifcanon94 @Twitter @LumowaS @Karuhun_69 @kadrunbuatlucu2 @BeiKhiar @PlateJohnny @kemkominfo @ppidkominfo @BPRTIK_KOMINFO @aniesbaswedan @iwanfals @slankdotcom @Meta @instagram Berpolitik melalui karya seni seperti seniman revolusioner pelukis beraliran kubisme Picasso yang akhirnya masuk partai tampaknya coba diinduksi @aniesbaswedan #Anies @NasDem 

Eksodus dan migrasi konstituen, grass root hingga elit partai gagal spesialis efek ekor jas yang karam. https://t.co/0IrEEqRxX1",Neutral,"['simpati', 'abah', 'mbroo', 'endah', 'new', 'jamur', 'inc', 'kominfo', 'berpolitik', 'karya', 'seni', 'seniman', 'revolusion', 'peluki', 'beraliran', 'kubism', 'picasso', 'masuk', 'partai', 'coba', 'diinduksi', 'eksodu', 'migrasi', 'konstituen', 'grass', 'root', 'elit', 'partai', 'gagal', 'spesiali', 'efek', 'ekor', 'ja', 'karam']"
