,tweet,text_clean,text_preprocessed,sentiment
50,@worksfess Pertanyaan Anda adalah pertanyaan kami sebagai pekerja di IbuKota. Terima kasih sudah menyampaikan rasa simpatinya,pertanyaan anda adalah pertanyaan kami sebagai pekerja di ibukota terima kasih sudah menyampaikan rasa simpatinya,"['pertanyaan', 'anda', 'adalah', 'pertanyaan', 'kami', 'sebagai', 'pekerja', 'di', 'ibukota', 'terima', 'kasih', 'sudah', 'menyampaikan', 'rasa', 'simpatinya']",Positive
51,"@Michtan8888 @EnemyofBuzzer @Al4mSyahputra @NoograhaT @karniilyas @AndiSinulingga sayq mah orang kampung ....... tinggal di pinggir sungai ....... yang pasti jakarta macet ya ..... yg menjadi topik @karniilyas  ilyas adalah rencana biaya pakai jalan di ibukota oleh pemkot dki ..... kok melebar ke pribumi dll ya ...... di lain lapak aja bahas itu, biar ga bias",sayq mah orang kampung  tinggal di pinggir sungai  yang pasti jakarta macet ya  yg menjadi topik   ilyas adalah rencana biaya pakai jalan di ibukota oleh pemkot dki  kok melebar ke pribumi dll ya  di lain lapak aja bahas itu biar ga bias,"['sayq', 'mah', 'orang', 'kampung', 'tinggal', 'di', 'pinggir', 'sungai', 'yang', 'pasti', 'jakarta', 'macet', 'ya', 'yang', 'menjadi', 'topik', 'ilyas', 'adalah', 'rencana', 'biaya', 'pakai', 'jalan', 'di', 'ibukota', 'oleh', 'pemkot', 'dki', 'kok', 'melebar', 'ke', 'pribumi', 'dulu', 'ya', 'di', 'lain', 'lapak', 'saja', 'bahas', 'itu', 'biar', 'enggak', 'bias']",Negative
52,@7pmTH busettt dikasi jadwal udh kaya artis ibukota 😭,busettt dikasi jadwal udh kaya artis ibukota 😭,"['buset', 'dikasi', 'jadwal', 'sudah', 'kayak', 'artis', 'ibukota', ' loudlycryingface ']",Negative
53,"Soal Kepemilikan Tanah Kesultanan Kutai pada Kawasan IKN, Yanuar Prihatin Meminta BPN Tidak Gegabah - https://t.co/2UkrFbHKw8 Foto: Sekretariat Kabinet

IDN-CHANNEL - Persoalan kepemilikan tanah yang berada dalam kawasan Ibukota Negara Nusantara (IKN) menjadi sorotan DPR. Pa... https://t.co/cMkk4M3edj",soal kepemilikan tanah kesultanan kutai pada kawasan ikn yanuar prihatin meminta bpn tidak gegabah   foto sekretariat kabinet  idnchannel  persoalan kepemilikan tanah yang berada dalam kawasan ibukota negara nusantara ikn menjadi sorotan dpr pa,"['soal', 'kepemilikan', 'tanah', 'kesultanan', 'kutai', 'pada', 'kawasan', 'ikn', 'yanuar', 'prihatin', 'meminta', 'bpn', 'tidak', 'gegabah', 'foto', 'sekretariat', 'kabinet', 'idnchannel', 'persoalan', 'kepemilikan', 'tanah', 'yang', 'berada', 'dalam', 'kawasan', 'ibukota', 'negara', 'nusantara', 'ikn', 'menjadi', 'sorotan', 'dpr', 'apa']",Neutral
54,@genmnz banyak terjadi di ibukota,banyak terjadi di ibukota,"['banyak', 'terjadi', 'di', 'ibukota']",Neutral
55,"Meskipun pemerintahan Presiden @jokowi memindahkan ibukota, tapi Jakarta tetap diperhatikan agar bisa setara dengan kota lain di dunia. https://t.co/5LKJtT9e7c",meskipun pemerintahan presiden  memindahkan ibukota tapi jakarta tetap diperhatikan agar bisa setara dengan kota lain di dunia,"['meskipun', 'pemerintahan', 'presiden', 'memindahkan', 'ibukota', 'tapi', 'jakarta', 'tetap', 'diperhatikan', 'agar', 'bisa', 'setara', 'dengan', 'kota', 'lain', 'di', 'dunia']",Neutral
56,Justru karena tinggal di ibukota makanya persaingannya jauh lebih ketat soalnya kompetitornya makin kesini makin buwanyak dan pastinya mereka punya daya tarik yg beragam juga wkwk 😂🥲,justru karena tinggal di ibukota makanya persaingannya jauh lebih ketat soalnya kompetitornya makin kesini makin buwanyak dan pastinya mereka punya daya tarik yg beragam juga wkwk 😂🥲,"['justru', 'karena', 'tinggal', 'di', 'ibukota', 'makanya', 'persaingannya', 'jauh', 'lebih', 'ketat', 'soalnya', 'kompetitornya', 'makin', 'kesini', 'makin', 'buwanyak', 'dan', 'pastinya', 'mereka', 'punya', 'daya', 'tarik', 'yang', 'beragam', 'juga', 'wkwk', ' facewithtearsofjoy  smilingfacewithtear ']",Positive
57,@worksfess Mau full remote dong. Otw pindah dari ibukota soalnya,mau full remote dong otw pindah dari ibukota soalnya,"['mau', 'ful', 'remote', 'dong', 'otw', 'pindah', 'dari', 'ibukota', 'soalnya']",Negative
58,@Jien_g @NohCeukenohhh @Dennysiregar7 Minimal keihatan di ibukota,g   minimal keihatan di ibukota,"['enggak', 'minimal', 'keihatan', 'di', 'ibukota']",Neutral
59,"@musniumar Otak lu pada gk nyampe mus, gk usah ikut mikir ntar konslet, gila.                Ingetin kelompok lu, yang anti IKN.     Takut kadrun gk bisa demo ya kalau ibukota pindah .",otak lu pada gk nyampe mus gk usah ikut mikir ntar konslet gila                ingetin kelompok lu yang anti ikn     takut kadrun gk bisa demo ya kalau ibukota pindah,"['otak', 'lu', 'pada', 'enggak', 'sampai', 'mus', 'enggak', 'usah', 'ikut', 'mikir', 'entar', 'konslet', 'gila', 'mengingatkan', 'kelompok', 'lu', 'yang', 'anti', 'ikn', 'takut', 'kadrun', 'enggak', 'bisa', 'demo', 'ya', 'kalau', 'ibukota', 'pindah']",Negative
60,masih di episode pacaran sama ngabers jamet ibukota https://t.co/vwMFoYPirq,masih di episode pacaran sama ngabers jamet ibukota,"['masih', 'di', 'episode', 'pacaran', 'sama', 'ngabers', 'jamet', 'ibukota']",Negative
61,"@worksfess keretanya ada banyak, cuma manusianya lebih banyak wkwkwk namanya juga ibukota",keretanya ada banyak cuma manusianya lebih banyak wkwkwk namanya juga ibukota,"['keretanya', 'ada', 'banyak', 'cuma', 'manusianya', 'lebih', 'banyak', 'wkwkwk', 'namanya', 'juga', 'ibukota']",Negative
62,"@barcastuff_idn Klub sampah, ibukota spanyol kok miskin!",idn klub sampah ibukota spanyol kok miskin,"['idn', 'klub', 'sampah', 'ibukota', 'spanyol', 'kok', 'miskin']",Negative
63,"Demi apa, biarpun udah di ibukota negara sekalipun jauh dari hometown, masih aja ada orang yang nyamperin be like: eh ibu dokter ya?? 🙃 Harusnya waktu itu masuk kedokteran aja. Wajah ini kayaknya terlalu medis banget sih. 😌😪😅",demi apa biarpun udah di ibukota negara sekalipun jauh dari hometown masih aja ada orang yang nyamperin be like eh ibu dokter ya 🙃 harusnya waktu itu masuk kedokteran aja wajah ini kayaknya terlalu medis banget sih 😌😪😅,"['demi', 'apa', 'biarpun', 'sudah', 'di', 'ibukota', 'negara', 'sekalipun', 'jauh', 'dari', 'hometown', 'masih', 'saja', 'ada', 'orang', 'yang', 'nyamperin', 'be', 'like', 'eh', 'ibu', 'dokter', 'ya', ' upside-downface ', 'harusnya', 'waktu', 'itu', 'masuk', 'kedokteran', 'saja', 'wajah', 'ini', 'kayaknya', 'terlalu', 'medis', 'banget', 'sih', ' relievedface  sleepyface  grinningfacewithsweat ']",Negative
64,"Pelatihan ini menjadi salah satu persiapan agar nantinya para pengrajin batik di Rembang dapat diusulkan ikut lomba desain fashion di Paris, Ibukota Prancis. 

Baca selengkapnya: 

https://t.co/Pd8jJZrrJO",pelatihan ini menjadi salah satu persiapan agar nantinya para pengrajin batik di rembang dapat diusulkan ikut lomba desain fashion di paris ibukota prancis   baca selengkapnya,"['pelatihan', 'ini', 'menjadi', 'salah', 'satu', 'persiapan', 'agar', 'nantinya', 'para', 'pengrajin', 'batik', 'di', 'rembang', 'dapat', 'diusulkan', 'ikut', 'lomba', 'desain', 'fashion', 'di', 'paris', 'ibukota', 'prancis', 'baca', 'selengkapnya']",Neutral
65,"Masuk dunia lain. Hahaha
Ga jauh dari ibukota :* https://t.co/utdFqtA0me",masuk dunia lain hahaha ga jauh dari ibukota,"['masuk', 'dunia', 'lain', 'hahaha', 'enggak', 'jauh', 'dari', 'ibukota']",Negative
66,"@worksfess Jawabanya u hrs tinggal di ibukota dlu, karna waktu ada uang tp mengejar waktu jg butuh uang.",jawabanya u hrs tinggal di ibukota dlu karna waktu ada uang tp mengejar waktu jg butuh uang,"['jawabanya', 'lu', 'harus', 'tinggal', 'di', 'ibukota', 'dulu', 'karena', 'waktu', 'ada', 'uang', 'tapi', 'mengejar', 'waktu', 'juga', 'butuh', 'uang']",Negative
67,@Iyangaprill @dengandangan gelandang handal ibukota,gelandang handal ibukota,"['gelandang', 'handal', 'ibukota']",Neutral
68,@anaktimor007 @demmoore242 @jokowi Perjuangan apanya..... sekarang Jakarta udah ruwet bgt ya wajar ibukota pindah,perjuangan apanya sekarang jakarta udah ruwet bgt ya wajar ibukota pindah,"['perjuangan', 'apanya', 'sekarang', 'jakarta', 'sudah', 'ruwet', 'banget', 'ya', 'wajar', 'ibukota', 'pindah']",Negative
69,"@infoBMKG cita-cita si Udin cangehgar laksana euy, Bandung ibukota jawa barat akhirna pindah ka Garut...",citacita si udin cangehgar laksana euy bandung ibukota jawa barat akhirna pindah ka garut,"['citacita', 'sih', 'udin', 'cangehgar', 'laksana', 'euy', 'bandung', 'ibukota', 'jawa', 'barat', 'akhirna', 'pindah', 'kak', 'garut']",Neutral
70,@magmalaya Ibukota UAE ialah Abu Dhabi. Bukan Dubai. Ha3,ibukota uae ialah abu dhabi bukan dubai ha,"['ibukota', 'uae', 'ialah', 'abu', 'dhabi', 'bukan', 'dubai', 'ha']",Negative
71,"Dua Menteri dan Tiga Artis Ibukota Hadir Meriahkan Resepsi HUT ke-273 Kabupaten Langkat
 
https://t.co/kHqRqVfBwo via @tribunmedan",dua menteri dan tiga artis ibukota hadir meriahkan resepsi hut ke kabupaten langkat    via,"['dua', 'menteri', 'dan', 'tiga', 'artis', 'ibukota', 'hadir', 'meriahkan', 'resepsi', 'hut', 'ke', 'kabupaten', 'langkat', 'via']",Neutral
72,"@Masmasbdo Usut punya usut ternyata itu fake number, hmm gini amat cari duit di ibukota.",usut punya usut ternyata itu fake number hmm gini amat cari duit di ibukota,"['usut', 'punya', 'usut', 'ternyata', 'itu', 'fake', 'number', 'hm', 'begini', 'amat', 'cari', 'duit', 'di', 'ibukota']",Negative
73,"@xxxriiiiiiiii ""Dapet gimmick sm merch gak, Kak?
Nanti ada pelatihan karantina gitu gk buat R&amp;D skill jd brand ambassador yen Bandung lain ibukota Boti?"" 😂

https://t.co/Z0WiqbHi7W",dapet gimmick sm merch gak kak nanti ada pelatihan karantina gitu gk buat rampd skill jd brand ambassador yen bandung lain ibukota boti 😂,"['dapat', 'gimmick', 'sama', 'merch', 'enggak', 'kak', 'nanti', 'ada', 'pelatihan', 'karantina', 'begitu', 'enggak', 'buat', 'rampd', 'skil', 'jadi', 'brand', 'ambassador', 'yen', 'bandung', 'lain', 'ibukota', 'boti', ' facewithtearsofjoy ']",Positive
74,"Coffee in yellow... (@ Ibis Styles Jakarta Tanah Abang in Tanah Abang, Daerah Khusus Ibukota Jakarta) https://t.co/pElCmGS4W0 https://t.co/49u7R79m5e",coffee in yellow  ibis styles jakarta tanah abang in tanah abang daerah khusus ibukota jakarta,"['coffe', 'ini', 'yellow', 'ibis', 'styles', 'jakarta', 'tanah', 'abang', 'ini', 'tanah', 'abang', 'daerah', 'khusus', 'ibukota', 'jakarta']",Neutral
75,@jvxnadtma jo ibukota banten di serang,jo ibukota banten di serang,"['jo', 'ibukota', 'banten', 'di', 'serang']",Neutral
76,@NATTAWINLtd ayang aku siap menggeber ibukota 🥺,ayang aku siap menggeber ibukota 🥺,"['ayang', 'aku', 'siap', 'menggeber', 'ibukota', ' pleadingface ']",Positive
77,"Kades bisa berbondong bondong ke ibukota buat demo, guru?
Ah sudahlah.........",kades bisa berbondong bondong ke ibukota buat demo guru ah sudahlah,"['kades', 'bisa', 'berbondong', 'bondong', 'ke', 'ibukota', 'buat', 'demo', 'guru', 'ah', 'sudahlah']",Negative
78,@asahyikun kenapa kok gak mau ikut mukbang bareng artis ibukota?,kenapa kok gak mau ikut mukbang bareng artis ibukota,"['kenapa', 'kok', 'enggak', 'mau', 'ikut', 'mukbang', 'bareng', 'artis', 'ibukota']",Negative
79,"Well, ada seorang pharaoh yg terobsesi sama agama baru sampe bangun ibu kota baru pake biaya gede banget dan pengen banget mensentralisasi pemerintahan

Gara2 bikin ibukota baru ini, mesir akhirnya bangkrut abis

Nama pharaohnya: Akhenaten",well ada seorang pharaoh yg terobsesi sama agama baru sampe bangun ibu kota baru pake biaya gede banget dan pengen banget mensentralisasi pemerintahan  gara bikin ibukota baru ini mesir akhirnya bangkrut abis  nama pharaohnya akhenaten,"['wel', 'ada', 'seorang', 'pharaoh', 'yang', 'terobsesi', 'sama', 'agama', 'baru', 'sampai', 'bangun', 'ibu', 'kota', 'baru', 'pakai', 'biaya', 'gede', 'banget', 'dan', 'pengin', 'banget', 'mensentralisasi', 'pemerintahan', 'gara', 'bikin', 'ibukota', 'baru', 'ini', 'mesir', 'akhirnya', 'bangkrut', 'habis', 'nama', 'pharaohnya', 'akhenaten']",Negative
80,Mau president pindah ibukota ke Alas Roban pun tak masalah sepanjang benar dana ada. Makanya jadilah president2 selanjutnya tapi yg benar kerja bukan jualan kecap nomor 1 doang 😂😂😂😂😂😂😂.,mau president pindah ibukota ke alas roban pun tak masalah sepanjang benar dana ada makanya jadilah president selanjutnya tapi yg benar kerja bukan jualan kecap nomor  doang 😂😂😂😂😂😂😂,"['mau', 'president', 'pindah', 'ibukota', 'ke', 'alas', 'roban', 'pun', 'tak', 'masalah', 'sepanjang', 'benar', 'dana', 'ada', 'makanya', 'jadilah', 'president', 'selanjutnya', 'tapi', 'yang', 'benar', 'kerja', 'bukan', 'jualan', 'kecap', 'nomor', 'doang', ' facewithtearsofjoy  facewithtearsofjoy  facewithtearsofjoy  facewithtearsofjoy  facewithtearsofjoy  facewithtearsofjoy  facewithtearsofjoy ']",Negative
81,@musniumar Anies perusak ibukota,anies perusak ibukota,"['anies', 'perusak', 'ibukota']",Neutral
82,@worksfess Dear sender: keluar dari kota mungilmu itu sekarang juga. Rasakan kehidupan ibukota ini!,dear sender keluar dari kota mungilmu itu sekarang juga rasakan kehidupan ibukota ini,"['dear', 'sender', 'keluar', 'dari', 'kota', 'mungilmu', 'itu', 'sekarang', 'juga', 'rasakan', 'kehidupan', 'ibukota', 'ini']",Negative
83,"ren cakep, tapi sungguh deh skip a beat pas kaito muncul. sakurai kaitooo cakep banget kamuuu! tapi whyyy kaitooo kamu pindah ke ibukota kok jadi berubah 😩",ren cakep tapi sungguh deh skip a beat pas kaito muncul sakurai kaitooo cakep banget kamuuu tapi whyyy kaitooo kamu pindah ke ibukota kok jadi berubah 😩,"['ren', 'cakep', 'tapi', 'sungguh', 'deh', 'skip', 'a', 'beat', 'pas', 'kaito', 'muncul', 'sakurai', 'kaito', 'cakep', 'banget', 'kamu', 'tapi', 'why', 'kaito', 'kamu', 'pindah', 'ke', 'ibukota', 'kok', 'jadi', 'berubah', ' wearyface ']",Negative
84,Bego. Dikira disana ada presiden. Cuma segitu kualitas kader pilihan warga ibukota?,bego dikira disana ada presiden cuma segitu kualitas kader pilihan warga ibukota,"['bego', 'dikira', 'disana', 'ada', 'presiden', 'cuma', 'segitu', 'kualitas', 'kader', 'pilihan', 'warga', 'ibukota']",Neutral
85,Kejar tayang biar bisa dipakai @theholigrey tur ibukota. https://t.co/HkmjLlggbR,kejar tayang biar bisa dipakai  tur ibukota,"['kejar', 'tayang', 'biar', 'bisa', 'dipakai', 'tur', 'ibukota']",Neutral
86,sungkem sama fans tim ibukota indonesia dan spanyol yang maha benar🙏,sungkem sama fans tim ibukota indonesia dan spanyol yang maha benar🙏,"['sungkem', 'sama', 'fan', 'tim', 'ibukota', 'indonesia', 'dan', 'spanyol', 'yang', 'maha', 'benar foldedhands ']",Negative
87,"@MARQUEZ__93 Masa jalanan di ""ibukota"" seperti ini? Di desa ajajalan2 sudah pada di cor semua",masa jalanan di ibukota seperti ini di desa ajajalan sudah pada di cor semua,"['masa', 'jalanan', 'di', 'ibukota', 'seperti', 'ini', 'di', 'desa', 'ajajalan', 'sudah', 'pada', 'di', 'cor', 'semua']",Negative
88,"Sama aja tergantung orangnya inimah. Tp ya ak sbgai cwk kabupaten dulu pcrn sm cwk ibukota malah digoblokin mana dya pucuk pula. Mank tolol ak dulu,,,,",sama aja tergantung orangnya inimah tp ya ak sbgai cwk kabupaten dulu pcrn sm cwk ibukota malah digoblokin mana dya pucuk pula mank tolol ak dulu,"['sama', 'saja', 'tergantung', 'orangnya', 'inimah', 'tapi', 'ya', 'aku', 'sebagai', 'cwk', 'kabupaten', 'dulu', 'pacaran', 'sama', 'cwk', 'ibukota', 'malah', 'digoblokin', 'mana', 'dia', 'pucuk', 'pula', 'mank', 'tolol', 'aku', 'dulu']",Negative
89,"Tenda biru (dulu hidayatulah), kantin sosro, kantin bewe sungguh penyelamat hidup hamba sebagai buruh ibukota",tenda biru dulu hidayatulah kantin sosro kantin bewe sungguh penyelamat hidup hamba sebagai buruh ibukota,"['tenda', 'biru', 'dulu', 'hidayatulah', 'kantin', 'sosro', 'kantin', 'bewe', 'sungguh', 'penyelamat', 'hidup', 'hamba', 'sebagai', 'buruh', 'ibukota']",Neutral
90,Hidden gem ibukota wkwk nemu geprek enak + murah just 10k 🫶 https://t.co/VM4KDK37xO,hidden gem ibukota wkwk nemu geprek enak  murah just k 🫶,"['hidden', 'gem', 'ibukota', 'wkwk', 'nemu', 'geprek', 'enak', 'murah', 'just', 'ke', '\U0001faf6']",Positive
91,kenapa alasannya pada bagus2 ya username gw litereli terinspirasi dari artis ibukota,kenapa alasannya pada bagus ya username gw litereli terinspirasi dari artis ibukota,"['kenapa', 'alasannya', 'pada', 'bagus', 'ya', 'username', 'gue', 'litereli', 'terinspirasi', 'dari', 'artis', 'ibukota']",Negative
92,"Disamping itu, intensitas kegaduhan di Ibukota Jakarta mulai makin memanas sejak pra Pilkada DKI Jakarta tahun 2016!",disamping itu intensitas kegaduhan di ibukota jakarta mulai makin memanas sejak pra pilkada dki jakarta tahun,"['disamping', 'itu', 'intensitas', 'kegaduhan', 'di', 'ibukota', 'jakarta', 'mulai', 'makin', 'memanas', 'sejak', 'pra', 'pilkada', 'dki', 'jakarta', 'tahun']",Neutral
93,Tahun depan mereka sharing2 pengalaman jadi ibukota negara,tahun depan mereka sharing pengalaman jadi ibukota negara,"['tahun', 'depan', 'mereka', 'sharing', 'pengalaman', 'jadi', 'ibukota', 'negara']",Neutral
94,"Kala itu kalau ada kucing peliharaan yang hilang di ibukota - mungkin saya Prabowo Subianto yang dituduh mengambil.

#PrabowoPemersatu 
#kerjasama",kala itu kalau ada kucing peliharaan yang hilang di ibukota  mungkin saya prabowo subianto yang dituduh mengambil,"['kala', 'itu', 'kalau', 'ada', 'kucing', 'peliharaan', 'yang', 'hilang', 'di', 'ibukota', 'mungkin', 'saya', 'prabowo', 'subianto', 'yang', 'dituduh', 'mengambil']",Negative
95,"Banjirnya akan mudah diatasi kalau gubernurnya jadi Presiden...
Atau 
Lebih mudah lagi dipindahkan/dihapus saja nama daerahnya biar bebas Banjir...

Begitu kira2 kalau merujuk pada cara atasi banjir ibukota Jakarta. https://t.co/sa01ruFPMy",banjirnya akan mudah diatasi kalau gubernurnya jadi presiden atau  lebih mudah lagi dipindahkandihapus saja nama daerahnya biar bebas banjir  begitu kira kalau merujuk pada cara atasi banjir ibukota jakarta,"['banjirnya', 'akan', 'mudah', 'diatasi', 'kalau', 'gubernurnya', 'jadi', 'presiden', 'atau', 'lebih', 'mudah', 'lagi', 'dipindahkandihapus', 'saja', 'nama', 'daerahnya', 'biar', 'bebas', 'banjir', 'begitu', 'kira', 'kalau', 'merujuk', 'pada', 'cara', 'atasi', 'banjir', 'ibukota', 'jakarta']",Negative
96,@theGodofThundr @kaynejethroo Gass main ke ibukota! Jgn wacana doang😂,gass main ke ibukota jgn wacana doang😂,"['gas', 'main', 'ke', 'ibukota', 'jangan', 'wacana', 'doang facewithtearsofjoy ']",Negative
97,"ㅤ

Salam kenal, Damar. Perkenalkan, nama saya Hanum. Kamu di Ibukota sedang merantau atau memang sudah pindah tempat tinggal? 

( @SWASTATlKA )

ㅤ",ㅤ  salam kenal damar perkenalkan nama saya hanum kamu di ibukota sedang merantau atau memang sudah pindah tempat tinggal       ㅤ,"['ㅤ', 'salam', 'kenal', 'damar', 'perkenalkan', 'nama', 'saya', 'hanum', 'kamu', 'di', 'ibukota', 'sedang', 'merantau', 'atau', 'memang', 'sudah', 'pindah', 'tempat', 'tinggal', 'ㅤ']",Neutral
98,"Kasian nasib Ibukota selama dipimpin Anies, Rusak
https://t.co/C6iW9S4BLA #KagagalanAniesituNyata Kepulauan Riau",kasian nasib ibukota selama dipimpin anies rusak   kepulauan riau,"['kasihan', 'nasib', 'ibukota', 'selama', 'dipimpin', 'anies', 'rusak', 'kepulauan', 'riau']",Negative
99,@worksfess Ibukota memang lbh kejam dari ibu tiri,ibukota memang lbh kejam dari ibu tiri,"['ibukota', 'memang', 'lebih', 'kejam', 'dari', 'ibu', 'tiri']",Positive
100,"@worksfess Semoga di kota sender (atau minimal ibukota provinsinya) segera ada KRL yaa. Atau minimaal bangett ada bus yg nyaman, murah, dan bisa diandalkan buat aktivitas warga sehari2. Yuk bisa yuk indonesia gak ketergantungan kendaraan pribadi 💪🏽🚌🚈💨",semoga di kota sender atau minimal ibukota provinsinya segera ada krl yaa atau minimaal bangett ada bus yg nyaman murah dan bisa diandalkan buat aktivitas warga sehari yuk bisa yuk indonesia gak ketergantungan kendaraan pribadi 💪🏽🚌🚈💨,"['semoga', 'di', 'kota', 'sender', 'atau', 'minimal', 'ibukota', 'provinsinya', 'segera', 'ada', 'krl', 'ya', 'atau', 'minimaal', 'banget', 'ada', 'bus', 'yang', 'nyaman', 'murah', 'dan', 'bisa', 'diandalkan', 'buat', 'aktivitas', 'warga', 'sehari', 'yuk', 'bisa', 'yuk', 'indonesia', 'enggak', 'ketergantungan', 'kendaraan', 'pribadi', ' flexedbicepsmediumskintone  bus  lightrail  dashingaway ']",Positive
